date,position,songname,artist,last week,peak position,weeks on chart
2016-03-12,24,Jumpman,Drake &amp; Future,23,12,23
2016-03-12,25,What Do You Mean?,Justin Bieber,25,1,26
2016-03-12,26,Here,Alessia Cara,21,5,30
2016-03-12,27,Say It,Tory Lanez,30,23,19
2016-03-12,28,Oui,Jeremih,45,19,8
2016-03-12,29,2 Phones,Kevin Gates,40,17,8
2016-03-12,30,679,Fetty Wap Featuring Remy Boyz,34,4,35
2016-03-12,31,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,29,8,34
2016-03-12,32,Summer Sixteen,Drake,31,6,4
2016-03-12,33,Adventure Of A Lifetime,Coldplay,28,13,16
2016-03-12,34,Ex's &amp; Oh's,Elle King,33,10,34
2016-03-12,35,Let It Go,James Bay,38,16,10
2016-03-12,36,Back To Sleep,Chris Brown,50,20,11
2016-03-12,37,Exchange,Bryson Tiller,43,26,18
2016-03-12,38,Can't Feel My Face,The Weeknd,32,1,38
2016-03-12,39,Die A Happy Man,Thomas Rhett,35,21,23
2016-03-12,40,Antidote,Travi$ Scott,36,16,25
2016-03-12,41,Stand By You,Rachel Platten,41,37,15
2016-03-12,42,White Iverson,Post Malone,39,14,25
2016-03-12,43,Something In The Way You Move,Ellie Goulding,62,43,5
2016-03-12,44,Heartbeat,Carrie Underwood,42,42,8
2016-03-12,45,See You Again,Wiz Khalifa Featuring Charlie Puth,44,1,51
2016-03-12,46,Wildest Dreams,Taylor Swift,46,5,27
2016-03-12,47,Sugar,Robin Schulz Featuring Francesco Yates,56,44,8
2016-03-12,48,Best Friend,Young Thug,51,45,14
2016-03-12,49,Lean On,Major Lazer &amp; DJ Snake Featuring M0,49,4,47
2016-03-12,50,You Should Be Here,Cole Swindell,55,31,11
2016-03-12,51,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello,37,20,15
2016-03-12,52,Drunk On Your Love,Brett Eldredge,61,35,7
2016-03-12,53,Low Life,Future Featuring The Weeknd,59,18,3
2016-03-12,54,Break On Me.,Keith Urban,66,54,9
2016-03-12,55,My Church,Maren Morris,63,50,5
2016-03-12,56,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,52,38,14
2016-03-12,57,Middle,DJ Snake Featuring Bipolar Sunshine,70,20,6
2016-03-12,58,Never Forget You,Zara Larsson &amp; MNEK,83,13,2
2016-03-12,59,Beautiful Drug,Zac Brown Band,64,52,14
2016-03-12,60,Backroad Song,Granger Smith,57,49,12
2016-03-12,61,Really Really,Kevin Gates,67,46,10
2016-03-12,62,Confession,Florida Georgia Line,69,53,9
2016-03-12,63,We Went,Randy Houser,71,60,10
2016-03-12,64,Needed Me,Rihanna,74,7,4
2016-03-12,65,Get Ugly,Jason Derulo,58,52,10
2016-03-12,66,Jimmy Choo,Fetty Wap,65,65,3
2016-03-12,67,Youth,Troye Sivan,80,23,4
2016-03-12,68,Make Me Like You,Gwen Stefani,54,54,2
2016-03-12,69,Dibs,Kelsea Ballerini,60,58,17
2016-03-12,70,Nobody To Blame,Chris Stapleton,73,68,8
2016-03-12,71,Snapback,Old Dominion,79,50,5
2016-03-12,72,I Like The Sound Of That,Rascal Flatts,78,52,5
2016-03-12,73,Humble And Kind,Tim McGraw,88,30,3
2016-03-12,74,Think Of You,Chris Young Duet With Cassadee Pope,86,40,2
2016-03-12,75,Lost Boy,Ruth B,--,24,1
2016-03-12,76,Acquainted,The Weeknd,82,60,9
2016-03-12,77,Out Of The Woods,Taylor Swift,53,18,10
2016-03-12,78,Somewhere On A Beach,Dierks Bentley,87,35,4
2016-03-12,79,Perfect,One Direction,72,10,19
2016-03-12,80,Might Be,Luke Nasty,85,78,2
2016-03-12,81,Don't Let Me Down,The Chainsmokers Featuring Daya,--,3,2
2016-03-12,82,Promise,Kid Ink Featuring Fetty Wap,92,57,2
2016-03-12,83,Little Bit Of You,Chase Bryant,89,71,3
2016-03-12,84,Hollow,Tori Kelly,68,68,11
2016-03-12,85,Mind Reader,Dustin Lynch,--,57,1
2016-03-12,86,Sorry Not Sorry,Bryson Tiller,84,67,11
2016-03-12,87,Look At My Dab,Migos,--,87,1
2016-03-12,88,The Sound Of Silence,Disturbed,--,42,1
2016-03-12,89,Watch Out,2 Chainz,91,64,9
2016-03-12,90,Walking On A Dream,Empire Of The Sun,--,65,4
2016-03-12,91,Wild Things,Alessia Cara,--,50,1
2016-03-12,92,That Don't Sound Like You,Lee Brice,98,64,2
2016-03-12,93,Saved,Ty Dolla $ign Featuring E-40,--,81,1
2016-03-12,94,Cut It,O.T. Genasis Featuring Young Dolph,--,35,1
2016-03-12,95,$ave Dat Money,Lil Dicky Featuring Fetty Wap &amp; Rich Homie Quan,95,71,18
2016-03-12,96,Panda,Desiigner,--,1,1
2016-03-12,97,Cheap Thrills,Sia Featuring Sean Paul,81,1,2
2016-03-12,98,History,One Direction,96,65,5
2016-03-12,99,I Love This Life,LoCash,99,56,18
2016-03-12,100,Might Not,Belly Featuring The Weeknd,--,68,1
2016-03-05,1,Work,Rihanna Featuring Drake,4,1,4
2016-03-05,2,Love Yourself,Justin Bieber,1,1,14
2016-03-05,3,Stressed Out,twenty one pilots,2,2,22
2016-03-05,4,Sorry,Justin Bieber,3,1,17
2016-03-05,5,My House,Flo Rida,5,4,15
2016-03-05,6,Pillowtalk,Zayn,7,1,3
2016-03-05,7,Hello,Adele,6,1,17
2016-03-05,8,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,8,7,16
2016-03-05,9,Roses,The Chainsmokers Featuring Rozes,9,6,18
2016-03-05,10,Cake By The Ocean,DNCE,11,9,18
2016-03-05,11,Hands To Myself,Selena Gomez,12,7,11
2016-03-05,12,One Call Away,Charlie Puth,15,12,12
2016-03-05,13,Stitches,Shawn Mendes,10,4,39
2016-03-05,14,When We Were Young,Adele,20,14,13
2016-03-05,15,In The Night,The Weeknd,14,12,15
2016-03-05,16,Don't,Bryson Tiller,17,13,21
2016-03-05,17,Same Old Love,Selena Gomez,18,5,23
2016-03-05,18,Down In The DM,Yo Gotti Featuring Nicki Minaj,21,13,12
2016-03-05,19,Hotline Bling,Drake,16,2,29
2016-03-05,20,7 Years,Lukas Graham,35,2,5
2016-03-05,21,Here,Alessia Cara,19,5,29
2016-03-05,22,Uptown Funk!,Mark Ronson Featuring Bruno Mars,--,1,56
2016-03-05,23,Jumpman,Drake &amp; Future,22,12,22
2016-03-05,24,I Took A Pill In Ibiza,Mike Posner,33,4,5
2016-03-05,25,What Do You Mean?,Justin Bieber,23,1,25
2016-03-05,26,Hide Away,Daya,24,23,22
2016-03-05,27,The Hills,The Weeknd,25,1,39
2016-03-05,28,Adventure Of A Lifetime,Coldplay,13,13,15
2016-03-05,29,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,27,8,33
2016-03-05,30,Say It,Tory Lanez,29,23,18
2016-03-05,31,Summer Sixteen,Drake,26,6,3
2016-03-05,32,Can't Feel My Face,The Weeknd,42,1,37
2016-03-05,33,Ex's &amp; Oh's,Elle King,36,10,33
2016-03-05,34,679,Fetty Wap Featuring Remy Boyz,31,4,34
2016-03-05,35,Die A Happy Man,Thomas Rhett,30,21,22
2016-03-05,36,Antidote,Travi$ Scott,32,16,24
2016-03-05,37,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello,28,20,14
2016-03-05,38,Let It Go,James Bay,75,16,9
2016-03-05,39,White Iverson,Post Malone,34,14,24
2016-03-05,40,2 Phones,Kevin Gates,44,17,7
2016-03-05,41,Stand By You,Rachel Platten,37,37,14
2016-03-05,42,Heartbeat,Carrie Underwood,55,42,7
2016-03-05,43,Exchange,Bryson Tiller,39,26,17
2016-03-05,44,See You Again,Wiz Khalifa Featuring Charlie Puth,45,1,50
2016-03-05,45,Oui,Jeremih,48,19,7
2016-03-05,46,Wildest Dreams,Taylor Swift,38,5,26
2016-03-05,47,Break Up In A Small Town,Sam Hunt,40,29,20
2016-03-05,48,On My Mind,Ellie Goulding,41,13,22
2016-03-05,49,Lean On,Major Lazer &amp; DJ Snake Featuring M0,46,4,46
2016-03-05,50,Back To Sleep,Chris Brown,50,20,10
2016-03-05,51,Best Friend,Young Thug,53,45,13
2016-03-05,52,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,43,38,13
2016-03-05,53,Out Of The Woods,Taylor Swift,51,18,9
2016-03-05,54,Make Me Like You,Gwen Stefani,--,54,1
2016-03-05,55,You Should Be Here,Cole Swindell,54,31,10
2016-03-05,56,Sugar,Robin Schulz Featuring Francesco Yates,57,44,7
2016-03-05,57,Backroad Song,Granger Smith,49,49,11
2016-03-05,58,Get Ugly,Jason Derulo,56,52,9
2016-03-05,59,Low Life,Future Featuring The Weeknd,52,18,2
2016-03-05,60,Dibs,Kelsea Ballerini,58,58,16
2016-03-05,61,Drunk On Your Love,Brett Eldredge,59,35,6
2016-03-05,62,Something In The Way You Move,Ellie Goulding,66,43,4
2016-03-05,63,My Church,Maren Morris,65,50,4
2016-03-05,64,Beautiful Drug,Zac Brown Band,60,52,13
2016-03-05,65,Jimmy Choo,Fetty Wap,69,65,2
2016-03-05,66,Break On Me.,Keith Urban,61,54,8
2016-03-05,67,Really Really,Kevin Gates,62,46,9
2016-03-05,68,Hollow,Tori Kelly,93,68,10
2016-03-05,69,Confession,Florida Georgia Line,68,53,8
2016-03-05,70,Middle,DJ Snake Featuring Bipolar Sunshine,73,20,5
2016-03-05,71,We Went,Randy Houser,72,60,9
2016-03-05,72,Perfect,One Direction,63,10,18
2016-03-05,73,Nobody To Blame,Chris Stapleton,76,68,7
2016-03-05,74,Needed Me,Rihanna,84,7,3
2016-03-05,75,Confident,Demi Lovato,70,21,20
2016-03-05,76,Stay A Little Longer,Brothers Osborne,71,46,20
2016-03-05,77,All I Ask,Adele,--,77,1
2016-03-05,78,I Like The Sound Of That,Rascal Flatts,79,52,4
2016-03-05,79,Snapback,Old Dominion,82,50,4
2016-03-05,80,Youth,Troye Sivan,88,23,3
2016-03-05,81,Cheap Thrills,Sia Featuring Sean Paul,--,1,1
2016-03-05,82,Acquainted,The Weeknd,95,60,8
2016-03-05,83,Never Forget You,Zara Larsson &amp; MNEK,--,13,1
2016-03-05,84,Sorry Not Sorry,Bryson Tiller,80,67,10
2016-03-05,85,Might Be,Luke Nasty,--,78,1
2016-03-05,86,Think Of You,Chris Young Duet With Cassadee Pope,--,40,1
2016-03-05,87,Somewhere On A Beach,Dierks Bentley,100,35,3
2016-03-05,88,Humble And Kind,Tim McGraw,--,30,2
2016-03-05,89,Little Bit Of You,Chase Bryant,99,71,2
2016-03-05,90,Good To Be Alive (Hallelujah),Andy Grammer,87,62,10
2016-03-05,91,Watch Out,2 Chainz,77,64,8
2016-03-05,92,Promise,Kid Ink Featuring Fetty Wap,--,57,1
2016-03-05,93,Bang My Head,David Guetta Featuring Sia &amp; Fetty Wap,81,76,6
2016-03-05,94,Irresistible,Fall Out Boy,86,48,14
2016-03-05,95,$ave Dat Money,Lil Dicky Featuring Fetty Wap &amp; Rich Homie Quan,89,71,17
2016-03-05,96,History,One Direction,96,65,4
2016-03-05,97,Bet You Can't Do It Like Me,DLOW,91,45,15
2016-03-05,98,That Don't Sound Like You,Lee Brice,--,64,1
2016-03-05,99,I Love This Life,LoCash,90,56,17
2016-03-05,100,Dessert,Dawin,98,68,11
2016-02-27,1,Love Yourself,Justin Bieber,2,1,13
2016-02-27,2,Stressed Out,twenty one pilots,4,2,21
2016-02-27,3,Sorry,Justin Bieber,3,1,16
2016-02-27,4,Work,Rihanna Featuring Drake,7,1,3
2016-02-27,5,My House,Flo Rida,8,4,14
2016-02-27,6,Hello,Adele,5,1,16
2016-02-27,7,Pillowtalk,Zayn,1,1,2
2016-02-27,8,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,10,7,15
2016-02-27,9,Roses,The Chainsmokers Featuring Rozes,9,6,17
2016-02-27,10,Stitches,Shawn Mendes,11,4,38
2016-02-27,11,Cake By The Ocean,DNCE,14,9,17
2016-02-27,12,Hands To Myself,Selena Gomez,13,7,10
2016-02-27,13,Adventure Of A Lifetime,Coldplay,36,13,14
2016-02-27,14,In The Night,The Weeknd,16,12,14
2016-02-27,15,One Call Away,Charlie Puth,17,12,11
2016-02-27,16,Hotline Bling,Drake,18,2,28
2016-02-27,17,Don't,Bryson Tiller,19,13,20
2016-02-27,18,Same Old Love,Selena Gomez,15,5,22
2016-02-27,19,Here,Alessia Cara,12,5,28
2016-02-27,20,When We Were Young,Adele,29,14,12
2016-02-27,21,Down In The DM,Yo Gotti Featuring Nicki Minaj,39,13,11
2016-02-27,22,Jumpman,Drake &amp; Future,22,12,21
2016-02-27,23,What Do You Mean?,Justin Bieber,21,1,24
2016-02-27,24,Hide Away,Daya,25,23,21
2016-02-27,25,The Hills,The Weeknd,23,1,38
2016-02-27,26,Summer Sixteen,Drake,6,6,2
2016-02-27,27,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,20,8,32
2016-02-27,28,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello,26,20,13
2016-02-27,29,Say It,Tory Lanez,27,23,17
2016-02-27,30,Die A Happy Man,Thomas Rhett,30,21,21
2016-02-27,31,679,Fetty Wap Featuring Remy Boyz,31,4,33
2016-02-27,32,Antidote,Travi$ Scott,28,16,23
2016-02-27,33,I Took A Pill In Ibiza,Mike Posner,48,4,4
2016-02-27,34,White Iverson,Post Malone,24,14,23
2016-02-27,35,7 Years,Lukas Graham,43,2,4
2016-02-27,36,Ex's &amp; Oh's,Elle King,32,10,32
2016-02-27,37,Stand By You,Rachel Platten,37,37,13
2016-02-27,38,Wildest Dreams,Taylor Swift,35,5,25
2016-02-27,39,Exchange,Bryson Tiller,44,26,16
2016-02-27,40,Break Up In A Small Town,Sam Hunt,33,29,19
2016-02-27,41,On My Mind,Ellie Goulding,34,13,21
2016-02-27,42,Can't Feel My Face,The Weeknd,42,1,36
2016-02-27,43,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,40,38,12
2016-02-27,44,2 Phones,Kevin Gates,46,17,6
2016-02-27,45,See You Again,Wiz Khalifa Featuring Charlie Puth,45,1,49
2016-02-27,46,Lean On,Major Lazer &amp; DJ Snake Featuring M0,41,4,45
2016-02-27,47,Watch Me,Silento,38,3,51
2016-02-27,48,Oui,Jeremih,53,19,6
2016-02-27,49,Backroad Song,Granger Smith,55,49,10
2016-02-27,50,Back To Sleep,Chris Brown,51,20,9
2016-02-27,51,Out Of The Woods,Taylor Swift,49,18,8
2016-02-27,52,Low Life,Future Featuring The Weeknd,--,18,1
2016-02-27,53,Best Friend,Young Thug,52,45,12
2016-02-27,54,You Should Be Here,Cole Swindell,57,31,9
2016-02-27,55,Heartbeat,Carrie Underwood,58,42,6
2016-02-27,56,Get Ugly,Jason Derulo,56,52,8
2016-02-27,57,Sugar,Robin Schulz Featuring Francesco Yates,60,44,6
2016-02-27,58,Dibs,Kelsea Ballerini,66,58,15
2016-02-27,59,Drunk On Your Love,Brett Eldredge,61,35,5
2016-02-27,60,Beautiful Drug,Zac Brown Band,63,52,12
2016-02-27,61,Break On Me.,Keith Urban,62,54,7
2016-02-27,62,Really Really,Kevin Gates,59,46,8
2016-02-27,63,Perfect,One Direction,54,10,17
2016-02-27,64,Hymn For The Weekend,Coldplay,68,25,2
2016-02-27,65,My Church,Maren Morris,71,50,3
2016-02-27,66,Something In The Way You Move,Ellie Goulding,70,43,3
2016-02-27,67,Fly S**t Only,Future,--,67,1
2016-02-27,68,Confession,Florida Georgia Line,69,53,7
2016-02-27,69,Jimmy Choo,Fetty Wap,--,65,1
2016-02-27,70,Confident,Demi Lovato,67,21,19
2016-02-27,71,Stay A Little Longer,Brothers Osborne,65,46,19
2016-02-27,72,We Went,Randy Houser,72,60,8
2016-02-27,73,Middle,DJ Snake Featuring Bipolar Sunshine,79,20,4
2016-02-27,74,Bake Sale,Wiz Khalifa Featuring Travi$ Scott,--,56,2
2016-02-27,75,Let It Go,James Bay,80,16,8
2016-02-27,76,Nobody To Blame,Chris Stapleton,77,68,6
2016-02-27,77,Watch Out,2 Chainz,74,64,7
2016-02-27,78,Ophelia,The Lumineers,--,66,1
2016-02-27,79,I Like The Sound Of That,Rascal Flatts,81,52,3
2016-02-27,80,Sorry Not Sorry,Bryson Tiller,83,67,9
2016-02-27,81,Bang My Head,David Guetta Featuring Sia &amp; Fetty Wap,76,76,5
2016-02-27,82,Snapback,Old Dominion,88,50,3
2016-02-27,83,Die A Happy Man,Nelly,--,83,1
2016-02-27,84,Needed Me,Rihanna,91,7,2
2016-02-27,85,Don't Let Me Down,The Chainsmokers Featuring Daya,--,3,1
2016-02-27,86,Irresistible,Fall Out Boy,64,48,13
2016-02-27,87,Good To Be Alive (Hallelujah),Andy Grammer,84,62,9
2016-02-27,88,Youth,Troye Sivan,85,23,2
2016-02-27,89,$ave Dat Money,Lil Dicky Featuring Fetty Wap &amp; Rich Homie Quan,82,71,16
2016-02-27,90,I Love This Life,LoCash,75,56,16
2016-02-27,91,Bet You Can't Do It Like Me,DLOW,90,45,14
2016-02-27,92,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,95,22,14
2016-02-27,93,Hollow,Tori Kelly,86,68,9
2016-02-27,94,Whisper,Chase Rice,--,94,1
2016-02-27,95,Acquainted,The Weeknd,98,60,7
2016-02-27,96,History,One Direction,92,65,3
2016-02-27,97,The Fix,Nelly Featuring Jeremih,87,62,20
2016-02-27,98,Dessert,Dawin,93,68,10
2016-02-27,99,Little Bit Of You,Chase Bryant,--,71,1
2016-02-27,100,Somewhere On A Beach,Dierks Bentley,--,35,2
2016-02-20,1,Pillowtalk,Zayn,--,1,1
2016-02-20,2,Love Yourself,Justin Bieber,1,1,12
2016-02-20,3,Sorry,Justin Bieber,2,1,15
2016-02-20,4,Stressed Out,twenty one pilots,3,2,20
2016-02-20,5,Hello,Adele,4,1,15
2016-02-20,6,Summer Sixteen,Drake,--,6,1
2016-02-20,7,Work,Rihanna Featuring Drake,9,1,2
2016-02-20,8,My House,Flo Rida,5,4,13
2016-02-20,9,Roses,The Chainsmokers Featuring Rozes,6,6,16
2016-02-20,10,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,12,7,14
2016-02-20,11,Stitches,Shawn Mendes,11,4,37
2016-02-20,12,Here,Alessia Cara,10,5,27
2016-02-20,13,Hands To Myself,Selena Gomez,7,7,9
2016-02-20,14,Cake By The Ocean,DNCE,18,9,16
2016-02-20,15,Same Old Love,Selena Gomez,8,5,21
2016-02-20,16,In The Night,The Weeknd,13,12,13
2016-02-20,17,One Call Away,Charlie Puth,22,12,10
2016-02-20,18,Hotline Bling,Drake,14,2,27
2016-02-20,19,Don't,Bryson Tiller,16,13,19
2016-02-20,20,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,15,8,31
2016-02-20,21,What Do You Mean?,Justin Bieber,17,1,23
2016-02-20,22,Jumpman,Drake &amp; Future,20,12,20
2016-02-20,23,The Hills,The Weeknd,21,1,37
2016-02-20,24,White Iverson,Post Malone,19,14,22
2016-02-20,25,Hide Away,Daya,24,23,20
2016-02-20,26,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello,25,20,12
2016-02-20,27,Say It,Tory Lanez,27,23,16
2016-02-20,28,Antidote,Travi$ Scott,23,16,22
2016-02-20,29,When We Were Young,Adele,29,14,11
2016-02-20,30,Die A Happy Man,Thomas Rhett,26,21,20
2016-02-20,31,679,Fetty Wap Featuring Remy Boyz,28,4,32
2016-02-20,32,Ex's &amp; Oh's,Elle King,31,10,31
2016-02-20,33,Break Up In A Small Town,Sam Hunt,30,29,18
2016-02-20,34,On My Mind,Ellie Goulding,32,13,20
2016-02-20,35,Wildest Dreams,Taylor Swift,34,5,24
2016-02-20,36,Adventure Of A Lifetime,Coldplay,45,13,13
2016-02-20,37,Stand By You,Rachel Platten,37,37,12
2016-02-20,38,Watch Me,Silento,39,3,50
2016-02-20,39,Down In The DM,Yo Gotti,33,31,10
2016-02-20,40,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,38,38,11
2016-02-20,41,Lean On,Major Lazer &amp; DJ Snake Featuring M0,36,4,44
2016-02-20,42,Can't Feel My Face,The Weeknd,35,1,35
2016-02-20,43,7 Years,Lukas Graham,57,2,3
2016-02-20,44,Exchange,Bryson Tiller,40,26,15
2016-02-20,45,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,48
2016-02-20,46,2 Phones,Kevin Gates,67,17,5
2016-02-20,47,No Role Modelz,J. Cole,42,36,25
2016-02-20,48,I Took A Pill In Ibiza,Mike Posner,59,4,3
2016-02-20,49,Out Of The Woods,Taylor Swift,44,18,7
2016-02-20,50,Again,Fetty Wap,46,33,26
2016-02-20,51,Back To Sleep,Chris Brown,48,20,8
2016-02-20,52,Best Friend,Young Thug,49,45,11
2016-02-20,53,Oui,Jeremih,53,19,5
2016-02-20,54,Perfect,One Direction,43,10,16
2016-02-20,55,Backroad Song,Granger Smith,55,49,9
2016-02-20,56,Get Ugly,Jason Derulo,52,52,7
2016-02-20,57,You Should Be Here,Cole Swindell,60,31,8
2016-02-20,58,Heartbeat,Carrie Underwood,58,42,5
2016-02-20,59,Really Really,Kevin Gates,82,46,7
2016-02-20,60,Sugar,Robin Schulz Featuring Francesco Yates,54,44,5
2016-02-20,61,Drunk On Your Love,Brett Eldredge,62,35,4
2016-02-20,62,Break On Me.,Keith Urban,61,54,6
2016-02-20,63,Beautiful Drug,Zac Brown Band,63,52,11
2016-02-20,64,Irresistible,Fall Out Boy,51,48,12
2016-02-20,65,Stay A Little Longer,Brothers Osborne,50,46,18
2016-02-20,66,Dibs,Kelsea Ballerini,66,58,14
2016-02-20,67,Confident,Demi Lovato,47,21,18
2016-02-20,68,Hymn For The Weekend,Coldplay,--,25,1
2016-02-20,69,Confession,Florida Georgia Line,69,53,6
2016-02-20,70,Something In The Way You Move,Ellie Goulding,81,43,2
2016-02-20,71,My Church,Maren Morris,91,50,2
2016-02-20,72,We Went,Randy Houser,72,60,7
2016-02-20,73,Big Rings,Drake &amp; Future,71,52,20
2016-02-20,74,Watch Out,2 Chainz,64,64,6
2016-02-20,75,I Love This Life,LoCash,68,56,15
2016-02-20,76,Bang My Head,David Guetta Featuring Sia &amp; Fetty Wap,79,76,4
2016-02-20,77,Nobody To Blame,Chris Stapleton,76,68,5
2016-02-20,78,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,--,9,1
2016-02-20,79,Middle,DJ Snake Featuring Bipolar Sunshine,88,20,3
2016-02-20,80,Let It Go,James Bay,75,16,7
2016-02-20,81,I Like The Sound Of That,Rascal Flatts,87,52,2
2016-02-20,82,$ave Dat Money,Lil Dicky Featuring Fetty Wap &amp; Rich Homie Quan,80,71,15
2016-02-20,83,Sorry Not Sorry,Bryson Tiller,77,67,8
2016-02-20,84,Good To Be Alive (Hallelujah),Andy Grammer,70,62,8
2016-02-20,85,Youth,Troye Sivan,--,23,1
2016-02-20,86,Hollow,Tori Kelly,86,68,8
2016-02-20,87,The Fix,Nelly Featuring Jeremih,74,62,19
2016-02-20,88,Snapback,Old Dominion,100,50,2
2016-02-20,89,Walking On A Dream,Empire Of The Sun,65,65,3
2016-02-20,90,Bet You Can't Do It Like Me,DLOW,78,45,13
2016-02-20,91,Needed Me,Rihanna,--,7,1
2016-02-20,92,History,One Direction,--,65,2
2016-02-20,93,Dessert,Dawin,90,68,9
2016-02-20,94,Country Nation,Brad Paisley,94,94,2
2016-02-20,95,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,84,22,13
2016-02-20,96,Back Up,DeJ Loaf Featuring Big Sean,83,47,18
2016-02-20,97,Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign &amp;  Jamie Foxx",--,97,1
2016-02-20,98,Acquainted,The Weeknd,99,60,6
2016-02-20,99,Alive,Sia,--,56,3
2016-02-20,100,Play No Games,Big Sean Featuring Chris Brown &amp; Ty Dolla $ign,92,84,14
2016-02-13,1,Love Yourself,Justin Bieber,2,1,11
2016-02-13,2,Sorry,Justin Bieber,1,1,14
2016-02-13,3,Stressed Out,twenty one pilots,4,2,19
2016-02-13,4,Hello,Adele,3,1,14
2016-02-13,5,My House,Flo Rida,12,4,12
2016-02-13,6,Roses,The Chainsmokers Featuring ROZES,8,6,15
2016-02-13,7,Hands To Myself,Selena Gomez,21,7,8
2016-02-13,8,Same Old Love,Selena Gomez,7,5,20
2016-02-13,9,Work,Rihanna Featuring Drake,--,1,1
2016-02-13,10,Here,Alessia Cara,5,5,26
2016-02-13,11,Stitches,Shawn Mendes,6,4,36
2016-02-13,12,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,16,7,13
2016-02-13,13,In The Night,The Weeknd,13,12,12
2016-02-13,14,Hotline Bling,Drake,9,2,26
2016-02-13,15,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,11,8,30
2016-02-13,16,Don't,Bryson Tiller,15,13,18
2016-02-13,17,What Do You Mean?,Justin Bieber,10,1,22
2016-02-13,18,Cake By The Ocean,DNCE,22,9,15
2016-02-13,19,White Iverson,Post Malone,17,14,21
2016-02-13,20,Jumpman,Drake &amp; Future,14,12,19
2016-02-13,21,The Hills,The Weeknd,18,1,36
2016-02-13,22,One Call Away,Charlie Puth,26,12,9
2016-02-13,23,Antidote,Travi$ Scott,19,16,21
2016-02-13,24,Hide Away,Daya,30,23,19
2016-02-13,25,I Know What You Did Last Summer,Shawn Mendes &amp; Camila Cabello,24,20,11
2016-02-13,26,Die A Happy Man,Thomas Rhett,25,21,19
2016-02-13,27,Say It,Tory Lanez,23,23,15
2016-02-13,28,679,Fetty Wap Featuring Remy Boyz,20,4,31
2016-02-13,29,When We Were Young,Adele,35,14,10
2016-02-13,30,Break Up In A Small Town,Sam Hunt,33,29,17
2016-02-13,31,Ex's &amp; Oh's,Elle King,29,10,30
2016-02-13,32,On My Mind,Ellie Goulding,27,13,19
2016-02-13,33,Down In The DM,Yo Gotti,31,31,9
2016-02-13,34,Wildest Dreams,Taylor Swift,34,5,23
2016-02-13,35,Can't Feel My Face,The Weeknd,32,1,34
2016-02-13,36,Lean On,Major Lazer &amp; DJ Snake Featuring M0,36,4,43
2016-02-13,37,Stand By You,Rachel Platten,42,37,11
2016-02-13,38,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,44,38,10
2016-02-13,39,Watch Me,Silento,28,3,49
2016-02-13,40,Exchange,Bryson Tiller,39,26,14
2016-02-13,41,See You Again,Wiz Khalifa Featuring Charlie Puth,37,1,47
2016-02-13,42,No Role Modelz,J. Cole,41,36,24
2016-02-13,43,Perfect,One Direction,38,10,15
2016-02-13,44,Out Of The Woods,Taylor Swift,50,18,6
2016-02-13,45,Adventure Of A Lifetime,Coldplay,47,13,12
2016-02-13,46,Again,Fetty Wap,43,33,25
2016-02-13,47,Confident,Demi Lovato,40,21,17
2016-02-13,48,Back To Sleep,Chris Brown,49,20,7
2016-02-13,49,Best Friend,Young Thug,45,45,10
2016-02-13,50,Stay A Little Longer,Brothers Osborne,46,46,17
2016-02-13,51,Irresistible,Fall Out Boy,52,48,11
2016-02-13,52,Get Ugly,Jason Derulo,54,52,6
2016-02-13,53,oui,Jeremih,55,19,4
2016-02-13,54,Sugar,Robin Schulz Featuring Francesco Yates,58,44,4
2016-02-13,55,Backroad Song,Granger Smith,57,49,8
2016-02-13,56,Bake Sale,Wiz Khalifa Featuring Travi$ Scott,--,56,1
2016-02-13,57,7 Years,Lukas Graham,96,2,2
2016-02-13,58,Heartbeat,Carrie Underwood,60,42,4
2016-02-13,59,I Took A Pill In Ibiza,Mike Posner,79,4,2
2016-02-13,60,You Should Be Here,Cole Swindell,70,31,7
2016-02-13,61,Break On Me.,Keith Urban,65,54,5
