2/10/07,31,Snow ((Hey Oh)),Red Hot Chili Peppers,33,22,11,rock,FALSE
2/10/07,32,SexyBack,Justin Timberlake,28,1,30,pop,FALSE
2/10/07,33,Keep Holding On,Avril Lavigne,26,17,9,pop,FALSE
2/10/07,34,Far Away,Nickelback,34,8,28,rock,FALSE
2/10/07,35,Before He Cheats,Carrie Underwood,31,8,22,country,FALSE
2/10/07,36,Watching You,Rodney Atkins,38,36,13,country,FALSE
2/10/07,37,Lost Without U,Robin Thicke,57,14,7,pop,FALSE
2/10/07,38,If Everyone Cared,Nickelback,50,17,2,rock,FALSE
2/10/07,39,That's That,Snoop Dogg Featuring R. Kelly,30,24,11,hip-hop,FALSE
2/10/07,40,Boston,Augustana,35,34,17,rock,TRUE
2/10/07,41,Nothing Left To Lose,Mat Kearney,69,41,14,alternative,FALSE
2/10/07,42,Through Glass,Stone Sour,40,39,26,rock,TRUE
2/10/07,43,Hurt,Christina Aguilera,39,19,18,pop,FALSE
2/10/07,44,Money Maker,Ludacris Featuring Pharrell,37,1,25,rap,FALSE
2/10/07,45,Face Down,The Red Jumpsuit Apparatus,46,24,25,rock,TRUE
2/10/07,46,She's Everything,Brad Paisley,41,35,17,country,FALSE
2/10/07,47,Stupid Boy,Keith Urban,47,43,8,country,FALSE
2/10/07,48,Poppin',Chris Brown Featuring Jay Biz,52,42,9,pop,FALSE
2/10/07,49,I Luv It,Young Jeezy,42,14,11,rap,FALSE
2/10/07,50,Wait A Minute,The Pussycat Dolls Featuring Timbaland,36,28,12,pop,FALSE
2/10/07,51,Glamorous,Fergie Featuring Ludacris,77,1,3,pop,FALSE
2/10/07,52,Break It Off,Rihanna &amp; Sean Paul,60,9,9,pop,FALSE
2/10/07,53,Fidelity,Regina Spektor,58,51,5,alternative,FALSE
2/10/07,54,Top Back,T.I.,48,29,8,crunk,FALSE
2/10/07,55,Wind It Up,Gwen Stefani,45,6,13,pop,FALSE
2/10/07,56,Tell Me,Diddy Featuring Christina Aguilera,55,47,15,hip-hop,FALSE
2/10/07,57,Don't Matter,Akon,79,1,2,hip-hop,FALSE
2/10/07,58,Into The Ocean,Blue October,53,53,8,alternative,FALSE
2/10/07,59,Throw Some D's,Rich Boy Featuring Polow Da Don,76,6,8,rap,TRUE
2/10/07,60,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,67,21,7,rap,TRUE
2/10/07,61,It Just Comes Natural,George Strait,66,58,13,country,FALSE
2/10/07,62,Amarillo Sky,Jason Aldean,63,59,16,country,FALSE
2/10/07,63,Pain,Three Days Grace,62,44,9,rock,FALSE
2/10/07,64,Rockstar,Nickelback,65,6,18,rock,FALSE
2/10/07,65,White &amp; Nerdy,Weird Al Yankovic,59,9,18,rock,FALSE
2/10/07,66,Ladies Love Country Boys,Trace Adkins,75,61,8,country,FALSE
2/10/07,67,Red High Heels,Kellie Pickler,64,64,9,country,FALSE
2/10/07,68,Money In The Bank,Lil Scrappy Featuring Young Buck,56,28,20,hip-hop,FALSE
2/10/07,69,Zoom,Lil' Boosie Featuring Yung Joc,70,61,9,hip-hop,FALSE
2/10/07,70,Alyssa Lies,Jason Michael Carroll,74,64,5,country,FALSE
2/10/07,71,King Kong,Jibbs Featuring Chamillionaire,82,54,5,rap,FALSE
2/10/07,72,This Is Why I'm Hot,Mims,87,1,2,hip-hop,FALSE
2/10/07,73,Jump To The Rhythm,Jordan Pruitt,54,54,3,pop,FALSE
2/10/07,74,Last Night,Diddy Featuring Keyshia Cole,94,10,2,hip-hop,FALSE
2/10/07,75,Listen,Beyonce,61,61,6,pop,FALSE
2/10/07,76,Maneater,Nelly Furtado,68,16,20,pop,FALSE
2/10/07,77,Go Getta,Young Jeezy Featuring R. Kelly,86,18,2,rap,FALSE
2/10/07,78,Want To,Sugarland,71,32,19,country,FALSE
2/10/07,79,And I Am Telling You I'm Not Going,Jennifer Hudson,73,60,5,blues,FALSE
2/10/07,80,She's Like The Wind,Lumidee Featuring Tony Sunshine,89,43,2,hip-hop,FALSE
2/10/07,81,Little Bit Of Life,Craig Morgan,84,75,7,country,FALSE
2/10/07,82,Streetcorner Symphony,Rob Thomas,80,64,18,pop,FALSE
2/10/07,83,Smile,Lily Allen,--,49,1,pop,FALSE
2/10/07,84,From Yesterday,30 Seconds To Mars,95,76,2,alternative,FALSE
2/10/07,85,My Little Girl,Tim McGraw,78,35,20,country,FALSE
2/10/07,86,Phantom Limb,The Shins,--,86,1,rock,FALSE
2/10/07,87,"My, Oh My",The Wreckers,90,87,3,country,FALSE
2/10/07,88,Show Me The Money,Petey Pablo,85,58,5,hip-hop,FALSE
2/10/07,89,Upgrade U,Beyonce Featuring Jay-Z,--,59,11,hip-hop,FALSE
2/10/07,90,One Wing In The Fire,Trent Tomlinson,98,90,4,country,FALSE
2/10/07,91,Take Me As I Am,Mary J. Blige,91,58,17,blues,FALSE
2/10/07,92,Hillbilly Deluxe,Brooks &amp; Dunn,--,86,1,country,FALSE
2/10/07,93,Famous Last Words,My Chemical Romance,--,88,1,rock,FALSE
2/10/07,94,Anna-Molly,Incubus,88,66,9,rock,FALSE
2/10/07,95,U + Ur Hand,Pink,93,9,5,rock,FALSE
2/10/07,96,Lost One,Jay-Z Featuring Chrisette Michele,83,58,8,hip-hop,FALSE
2/10/07,97,The River,Good Charlotte Featuring M. Shadows And Synyster Gates,--,39,1,alternative,FALSE
2/10/07,98,Beer In Mexico,Kenny Chesney,--,61,1,country,FALSE
2/10/07,99,Honestly,Cartel,96,89,5,punk,FALSE
2/10/07,100,Buddy,Musiq Soulchild,--,36,1,hip-hop,FALSE
2/3/07,1,Irreplaceable,Beyonce,1,1,14,pop,FALSE
2/3/07,2,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,--,2,1,rock,FALSE
2/3/07,3,Say It Right,Nelly Furtado,4,1,11,pop,FALSE
2/3/07,4,I Wanna Love You,Akon Featuring Snoop Dogg,2,1,17,hip-hop,FALSE
2/3/07,5,We Fly High,Jim Jones,6,5,16,hip-hop,FALSE
2/3/07,6,It's Not Over,Daughtry,21,4,9,rock,FALSE
2/3/07,7,Fergalicious,Fergie,3,2,18,pop,FALSE
2/3/07,8,Smack That,Akon Featuring Eminem,5,2,18,hip-hop,FALSE
2/3/07,9,How To Save A Life,The Fray,7,3,41,alternative,FALSE
2/3/07,10,Welcome To The Black Parade,My Chemical Romance,9,9,19,rock,FALSE
2/3/07,11,Runaway Love,Ludacris Featuring Mary J. Blige,13,2,10,rap,FALSE
2/3/07,12,My Love,Justin Timberlake Featuring T.I.,8,1,20,pop,FALSE
2/3/07,13,What Goes Around...Comes Around,Justin Timberlake,12,1,7,pop,FALSE
2/3/07,14,Push It To The Limit,Corbin Bleu,--,14,1,pop,TRUE
2/3/07,15,It Ends Tonight,The All-American Rejects,10,8,17,rock,FALSE
2/3/07,16,Walk It Out,Unk,15,10,20,hip-hop,FALSE
2/3/07,17,You,Lloyd Featuring Lil' Wayne,18,9,11,hip-hop,FALSE
2/3/07,18,Shortie Like Mine,Bow Wow Featuring Chris Brown &amp; Johnta Austin,11,9,16,hip-hop,FALSE
2/3/07,19,The Sweet Escape,Gwen Stefani Featuring Akon,31,2,6,pop,FALSE
2/3/07,20,Make It Rain,Fat Joe Featuring Lil Wayne,19,13,12,hip-hop,FALSE
2/3/07,21,Lips Of An Angel,Hinder,14,3,28,rock,FALSE
2/3/07,22,Promise,Ciara,17,11,11,pop,FALSE
2/3/07,23,Suddenly I See,KT Tunstall,35,21,25,pop,FALSE
2/3/07,24,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,20,18,16,pop,TRUE
2/3/07,25,Waiting On The World To Change,John Mayer,23,14,28,rock,FALSE
2/3/07,26,Keep Holding On,Avril Lavigne,22,17,8,pop,FALSE
2/3/07,27,Ice Box,Omarion,30,12,8,r&b,FALSE
2/3/07,28,SexyBack,Justin Timberlake,16,1,29,pop,FALSE
2/3/07,29,Chasing Cars,Snow Patrol,24,5,36,alternative,TRUE
2/3/07,30,That's That,Snoop Dogg Featuring R. Kelly,25,24,10,hip-hop,FALSE
2/3/07,31,Before He Cheats,Carrie Underwood,26,8,21,country,FALSE
2/3/07,32,Here (In Your Arms),Hellogoodbye,38,14,12,pop,TRUE
2/3/07,33,Snow ((Hey Oh)),Red Hot Chili Peppers,33,22,10,rock,FALSE
2/3/07,34,Far Away,Nickelback,28,8,27,rock,FALSE
2/3/07,35,Boston,Augustana,37,34,16,rock,TRUE
2/3/07,36,Wait A Minute,The Pussycat Dolls Featuring Timbaland,32,28,11,pop,FALSE
2/3/07,37,Money Maker,Ludacris Featuring Pharrell,27,1,24,rap,FALSE
2/3/07,38,Watching You,Rodney Atkins,39,36,12,country,FALSE
2/3/07,39,Hurt,Christina Aguilera,29,19,17,pop,FALSE
2/3/07,40,Through Glass,Stone Sour,41,39,25,rock,TRUE
2/3/07,41,She's Everything,Brad Paisley,42,35,16,country,FALSE
2/3/07,42,I Luv It,Young Jeezy,34,14,10,rap,FALSE
2/3/07,43,Tim McGraw,Taylor Swift,40,40,20,country,FALSE
2/3/07,44,What Hurts The Most,Rascal Flatts,43,6,51,country,FALSE
2/3/07,45,Wind It Up,Gwen Stefani,36,6,12,pop,FALSE
2/3/07,46,Face Down,The Red Jumpsuit Apparatus,52,24,24,rock,TRUE
2/3/07,47,Stupid Boy,Keith Urban,53,43,7,country,FALSE
2/3/07,48,Top Back,T.I.,50,29,7,crunk,FALSE
2/3/07,49,Cupid's Chokehold,Gym Class Heroes Featuring Patrick Stump,83,4,3,hip-hop,FALSE
2/3/07,50,If Everyone Cared,Nickelback,--,17,1,rock,FALSE
2/3/07,51,My Wish,Rascal Flatts,49,28,20,country,FALSE
2/3/07,52,Poppin',Chris Brown Featuring Jay Biz,54,42,8,pop,FALSE
2/3/07,53,Into The Ocean,Blue October,55,53,7,alternative,FALSE
2/3/07,54,Jump To The Rhythm,Jordan Pruitt,69,54,2,pop,FALSE
2/3/07,55,Tell Me,Diddy Featuring Christina Aguilera,51,47,14,hip-hop,FALSE
2/3/07,56,Money In The Bank,Lil Scrappy Featuring Young Buck,46,28,19,hip-hop,FALSE
2/3/07,57,Lost Without U,Robin Thicke,67,14,6,pop,FALSE
2/3/07,58,Fidelity,Regina Spektor,--,51,4,alternative,FALSE
2/3/07,59,White &amp; Nerdy,Weird Al Yankovic,48,9,17,rock,FALSE
2/3/07,60,Break It Off,Rihanna &amp; Sean Paul,65,9,8,pop,FALSE
2/3/07,61,Listen,Beyonce,68,61,5,pop,FALSE
2/3/07,62,Pain,Three Days Grace,56,44,8,rock,FALSE
2/3/07,63,Amarillo Sky,Jason Aldean,59,59,15,country,FALSE
2/3/07,64,Red High Heels,Kellie Pickler,66,64,8,country,FALSE
2/3/07,65,Rockstar,Nickelback,57,6,17,rock,FALSE
2/3/07,66,It Just Comes Natural,George Strait,63,58,12,country,FALSE
2/3/07,67,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,73,21,6,rap,TRUE
2/3/07,68,Maneater,Nelly Furtado,64,16,19,pop,FALSE
2/3/07,69,Nothing Left To Lose,Mat Kearney,86,41,13,alternative,FALSE
2/3/07,70,Zoom,Lil' Boosie Featuring Yung Joc,61,61,8,hip-hop,FALSE
2/3/07,71,Want To,Sugarland,60,32,18,country,FALSE
2/3/07,72,On The Hotline,Pretty Ricky,76,12,4,hip-hop,FALSE
2/3/07,73,And I Am Telling You I'm Not Going,Jennifer Hudson,81,60,4,blues,FALSE
2/3/07,74,Alyssa Lies,Jason Michael Carroll,72,64,4,country,FALSE
2/3/07,75,Ladies Love Country Boys,Trace Adkins,74,61,7,country,FALSE
2/3/07,76,Throw Some D's,Rich Boy Featuring Polow Da Don,75,6,7,rap,TRUE
2/3/07,77,Glamorous,Fergie Featuring Ludacris,98,1,2,pop,FALSE
2/3/07,78,My Little Girl,Tim McGraw,62,35,19,country,FALSE
2/3/07,79,Don't Matter,Akon,--,1,1,hip-hop,FALSE
2/3/07,80,Streetcorner Symphony,Rob Thomas,79,64,17,pop,FALSE
2/3/07,81,If We Were A Movie,Hannah Montana,78,47,8,pop,FALSE
2/3/07,82,King Kong,Jibbs Featuring Chamillionaire,87,54,4,rap,FALSE
2/3/07,83,Lost One,Jay-Z Featuring Chrisette Michele,70,58,7,hip-hop,FALSE
2/3/07,84,Little Bit Of Life,Craig Morgan,90,75,6,country,FALSE
2/3/07,85,Show Me The Money,Petey Pablo,--,58,4,hip-hop,FALSE
2/3/07,86,Go Getta,Young Jeezy Featuring R. Kelly,--,18,1,rap,FALSE
2/3/07,87,This Is Why I'm Hot,Mims,--,1,1,hip-hop,FALSE
2/3/07,88,Anna-Molly,Incubus,93,66,8,rock,FALSE
2/3/07,89,She's Like The Wind,Lumidee Featuring Tony Sunshine,--,43,1,hip-hop,FALSE
2/3/07,90,"My, Oh My",The Wreckers,94,87,2,country,FALSE
2/3/07,91,Take Me As I Am,Mary J. Blige,96,58,16,blues,FALSE
2/3/07,92,Come Back To Me,Vanessa Hudgens,88,55,19,pop,FALSE
2/3/07,93,U + Ur Hand,Pink,91,9,4,rock,FALSE
2/3/07,94,Last Night,Diddy Featuring Keyshia Cole,--,10,1,hip-hop,FALSE
2/3/07,95,From Yesterday,30 Seconds To Mars,--,76,1,alternative,FALSE
2/3/07,96,Honestly,Cartel,97,89,4,punk,FALSE
2/3/07,97,He Said She Said,Ashley Tisdale,77,58,2,pop,FALSE
2/3/07,98,One Wing In The Fire,Trent Tomlinson,--,90,3,country,FALSE
2/3/07,99,Unappreciated,Cherish,85,41,17,hip-hop,FALSE
2/3/07,100,The Saints Are Coming,U2 &amp; Green Day,--,51,9,rock,FALSE
1/27/07,1,Irreplaceable,Beyonce,1,1,13,pop,FALSE
1/27/07,2,I Wanna Love You,Akon Featuring Snoop Dogg,2,1,16,hip-hop,FALSE
1/27/07,3,Fergalicious,Fergie,3,2,17,pop,FALSE
1/27/07,4,Say It Right,Nelly Furtado,5,1,10,pop,FALSE
1/27/07,5,Smack That,Akon Featuring Eminem,4,2,17,hip-hop,FALSE
1/27/07,6,We Fly High,Jim Jones,8,5,15,hip-hop,FALSE
1/27/07,7,How To Save A Life,The Fray,7,3,40,alternative,FALSE
1/27/07,8,My Love,Justin Timberlake Featuring T.I.,6,1,19,pop,FALSE
1/27/07,9,Welcome To The Black Parade,My Chemical Romance,9,9,18,rock,FALSE
1/27/07,10,It Ends Tonight,The All-American Rejects,10,8,16,rock,FALSE
1/27/07,11,Shortie Like Mine,Bow Wow Featuring Chris Brown &amp; Johnta Austin,11,9,15,hip-hop,FALSE
1/27/07,12,What Goes Around...Comes Around,Justin Timberlake,21,1,6,pop,FALSE
1/27/07,13,Runaway Love,Ludacris Featuring Mary J. Blige,17,2,9,rap,FALSE
1/27/07,14,Lips Of An Angel,Hinder,12,3,27,rock,FALSE
1/27/07,15,Walk It Out,Unk,14,10,19,hip-hop,FALSE
1/27/07,16,SexyBack,Justin Timberlake,13,1,28,pop,FALSE
1/27/07,17,Promise,Ciara,22,11,10,pop,FALSE
1/27/07,18,You,Lloyd Featuring Lil' Wayne,31,9,10,hip-hop,FALSE
1/27/07,19,Make It Rain,Fat Joe Featuring Lil Wayne,27,13,11,hip-hop,FALSE
1/27/07,20,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,23,18,15,pop,TRUE
1/27/07,21,It's Not Over,Daughtry,28,4,8,rock,FALSE
1/27/07,22,Keep Holding On,Avril Lavigne,19,17,7,pop,FALSE
1/27/07,23,Waiting On The World To Change,John Mayer,15,14,27,rock,FALSE
1/27/07,24,Chasing Cars,Snow Patrol,16,5,35,alternative,TRUE
1/27/07,25,That's That,Snoop Dogg Featuring R. Kelly,29,24,9,hip-hop,FALSE
1/27/07,26,Before He Cheats,Carrie Underwood,20,8,20,country,FALSE
1/27/07,27,Money Maker,Ludacris Featuring Pharrell,18,1,23,rap,FALSE
1/27/07,28,Far Away,Nickelback,24,8,26,rock,FALSE
1/27/07,29,Hurt,Christina Aguilera,26,19,16,pop,FALSE
1/27/07,30,Ice Box,Omarion,45,12,7,r&b,FALSE
1/27/07,31,The Sweet Escape,Gwen Stefani Featuring Akon,53,2,5,pop,FALSE
1/27/07,32,Wait A Minute,The Pussycat Dolls Featuring Timbaland,32,28,10,pop,FALSE
1/27/07,33,Snow ((Hey Oh)),Red Hot Chili Peppers,39,22,9,rock,FALSE
1/27/07,34,I Luv It,Young Jeezy,38,14,9,rap,FALSE
1/27/07,35,Suddenly I See,KT Tunstall,30,21,24,pop,FALSE
1/27/07,36,Wind It Up,Gwen Stefani,25,6,11,pop,FALSE
1/27/07,37,Boston,Augustana,46,34,15,rock,TRUE
1/27/07,38,Here (In Your Arms),Hellogoodbye,48,14,11,pop,TRUE
1/27/07,39,Watching You,Rodney Atkins,44,36,11,country,FALSE
1/27/07,40,Tim McGraw,Taylor Swift,43,40,19,country,FALSE
1/27/07,41,Through Glass,Stone Sour,41,39,24,rock,TRUE
1/27/07,42,She's Everything,Brad Paisley,40,35,15,country,FALSE
1/27/07,43,What Hurts The Most,Rascal Flatts,37,6,50,country,FALSE
1/27/07,44,Say Goodbye,Chris Brown,36,10,23,hip-hop,FALSE
1/27/07,45,Too Little Too Late,JoJo,33,3,22,pop,FALSE
1/27/07,46,Money In The Bank,Lil Scrappy Featuring Young Buck,42,28,18,hip-hop,FALSE
1/27/07,47,Call Me When You're Sober,Evanescence,35,10,22,rock,FALSE
1/27/07,48,White &amp; Nerdy,Weird Al Yankovic,34,9,16,rock,FALSE
1/27/07,49,My Wish,Rascal Flatts,47,28,19,country,FALSE
1/27/07,50,Top Back,T.I.,58,29,6,crunk,FALSE
1/27/07,51,Tell Me,Diddy Featuring Christina Aguilera,50,47,13,hip-hop,FALSE
1/27/07,52,Face Down,The Red Jumpsuit Apparatus,51,24,23,rock,TRUE
1/27/07,53,Stupid Boy,Keith Urban,64,43,6,country,FALSE
1/27/07,54,Poppin',Chris Brown Featuring Jay Biz,61,42,7,pop,FALSE
1/27/07,55,Into The Ocean,Blue October,62,53,6,alternative,FALSE
1/27/07,56,Pain,Three Days Grace,59,44,7,rock,FALSE
1/27/07,57,Rockstar,Nickelback,55,6,16,rock,FALSE
1/27/07,58,Here It Goes Again,OK Go,49,38,20,rock,TRUE
1/27/07,59,Amarillo Sky,Jason Aldean,63,59,14,country,FALSE
1/27/07,60,Want To,Sugarland,56,32,17,country,FALSE
1/27/07,61,Zoom,Lil' Boosie Featuring Yung Joc,66,61,7,hip-hop,FALSE
1/27/07,62,My Little Girl,Tim McGraw,52,35,18,country,FALSE
1/27/07,63,It Just Comes Natural,George Strait,70,58,11,country,FALSE
1/27/07,64,Maneater,Nelly Furtado,54,16,18,pop,FALSE
1/27/07,65,Break It Off,Rihanna &amp; Sean Paul,77,9,7,pop,FALSE
1/27/07,66,Red High Heels,Kellie Pickler,65,64,7,country,FALSE
1/27/07,67,Lost Without U,Robin Thicke,81,14,5,pop,FALSE
1/27/07,68,Listen,Beyonce,67,61,4,pop,FALSE
1/27/07,69,Jump To The Rhythm,Jordan Pruitt,--,54,1,pop,FALSE
1/27/07,70,Lost One,Jay-Z Featuring Chrisette Michele,68,58,6,hip-hop,FALSE
1/27/07,71,Stuntin' Like My Daddy,Birdman &amp; Lil Wayne,57,21,20,crunk,FALSE
1/27/07,72,Alyssa Lies,Jason Michael Carroll,69,64,3,country,FALSE
1/27/07,73,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,83,21,5,rap,TRUE
1/27/07,74,Ladies Love Country Boys,Trace Adkins,79,61,6,country,FALSE
1/27/07,75,Throw Some D's,Rich Boy Featuring Polow Da Don,73,6,6,rap,TRUE
1/27/07,76,On The Hotline,Pretty Ricky,95,12,3,hip-hop,FALSE
1/27/07,77,He Said She Said,Ashley Tisdale,--,58,1,pop,FALSE
1/27/07,78,If We Were A Movie,Hannah Montana,60,47,7,pop,FALSE
1/27/07,79,Streetcorner Symphony,Rob Thomas,82,64,16,pop,FALSE
1/27/07,80,Come To Me,Diddy Featuring Nicole Scherzinger,72,9,20,hip-hop,FALSE
1/27/07,81,And I Am Telling You I'm Not Going,Jennifer Hudson,84,60,3,blues,FALSE
1/27/07,82,You Don't Know,"Eminem, 50 Cent, Lloyd Banks &amp; Cashis",71,12,6,NULL,TRUE
1/27/07,83,Cupid's Chokehold,Gym Class Heroes Featuring Patrick Stump,87,4,2,hip-hop,FALSE
1/27/07,84,Show Me What You Got,Jay-Z,80,8,15,hip-hop,FALSE
1/27/07,85,Unappreciated,Cherish,75,41,16,hip-hop,FALSE
1/27/07,86,Nothing Left To Lose,Mat Kearney,88,41,12,alternative,FALSE
1/27/07,87,King Kong,Jibbs Featuring Chamillionaire,98,54,3,rap,FALSE
1/27/07,88,Come Back To Me,Vanessa Hudgens,74,55,18,pop,FALSE
1/27/07,89,Love Like Winter,AFI,76,68,5,punk,FALSE
1/27/07,90,Little Bit Of Life,Craig Morgan,97,75,5,country,FALSE
1/27/07,91,U + Ur Hand,Pink,89,9,3,rock,FALSE
1/27/07,92,Mr. Jones,Mike Jones,--,92,1,crunk,FALSE
1/27/07,93,Anna-Molly,Incubus,92,66,7,rock,FALSE
1/27/07,94,"My, Oh My",The Wreckers,--,87,1,country,FALSE
1/27/07,95,Upgrade U,Beyonce Featuring Jay-Z,94,59,10,hip-hop,FALSE
1/27/07,96,Take Me As I Am,Mary J. Blige,--,58,15,blues,FALSE
1/27/07,97,Honestly,Cartel,96,89,3,punk,FALSE
1/27/07,98,Glamorous,Fergie Featuring Ludacris,--,1,1,pop,FALSE
1/27/07,99,Ay Chico (Lengua Afuera),Pitbull,--,92,6,hip-hop,FALSE
1/27/07,100,You Save Me,Kenny Chesney,86,41,20,country,FALSE
1/20/07,1,Irreplaceable,Beyonce,1,1,12,pop,FALSE
1/20/07,2,I Wanna Love You,Akon Featuring Snoop Dogg,4,1,15,hip-hop,FALSE
1/20/07,3,Fergalicious,Fergie,2,2,16,pop,FALSE
1/20/07,4,Smack That,Akon Featuring Eminem,3,2,16,hip-hop,FALSE
1/20/07,5,Say It Right,Nelly Furtado,10,1,9,pop,FALSE
1/20/07,6,My Love,Justin Timberlake Featuring T.I.,6,1,18,pop,FALSE
1/20/07,7,How To Save A Life,The Fray,5,3,39,alternative,FALSE
1/20/07,8,We Fly High,Jim Jones,7,5,14,hip-hop,FALSE
1/20/07,9,Welcome To The Black Parade,My Chemical Romance,13,9,17,rock,FALSE
1/20/07,10,It Ends Tonight,The All-American Rejects,8,8,15,rock,FALSE
1/20/07,11,Shortie Like Mine,Bow Wow Featuring Chris Brown &amp; Johnta Austin,11,9,14,hip-hop,FALSE
1/20/07,12,Lips Of An Angel,Hinder,9,3,26,rock,FALSE
1/20/07,13,SexyBack,Justin Timberlake,12,1,27,pop,FALSE
1/20/07,14,Walk It Out,Unk,16,10,18,hip-hop,FALSE
1/20/07,15,Waiting On The World To Change,John Mayer,22,14,26,rock,FALSE
1/20/07,16,Chasing Cars,Snow Patrol,18,5,34,alternative,TRUE
1/20/07,17,Runaway Love,Ludacris Featuring Mary J. Blige,26,2,8,rap,FALSE
1/20/07,18,Money Maker,Ludacris Featuring Pharrell,14,1,22,rap,FALSE
1/20/07,19,Keep Holding On,Avril Lavigne,21,17,6,pop,FALSE
1/20/07,20,Before He Cheats,Carrie Underwood,17,8,19,country,FALSE
1/20/07,21,What Goes Around...Comes Around,Justin Timberlake,34,1,5,pop,FALSE
1/20/07,22,Promise,Ciara,27,11,9,pop,FALSE
1/20/07,23,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,24,18,14,pop,TRUE
1/20/07,24,Far Away,Nickelback,20,8,25,rock,FALSE
1/20/07,25,Wind It Up,Gwen Stefani,15,6,10,pop,FALSE
1/20/07,26,Hurt,Christina Aguilera,23,19,15,pop,FALSE
1/20/07,27,Make It Rain,Fat Joe Featuring Lil Wayne,31,13,10,hip-hop,FALSE
1/20/07,28,It's Not Over,Daughtry,38,4,7,rock,FALSE
1/20/07,29,That's That,Snoop Dogg Featuring R. Kelly,37,24,8,hip-hop,FALSE
1/20/07,30,Suddenly I See,KT Tunstall,43,21,23,pop,FALSE
1/20/07,31,You,Lloyd Featuring Lil' Wayne,47,9,9,hip-hop,FALSE
1/20/07,32,Wait A Minute,The Pussycat Dolls Featuring Timbaland,28,28,9,pop,FALSE
1/20/07,33,Too Little Too Late,JoJo,25,3,21,pop,FALSE
1/20/07,34,White &amp; Nerdy,Weird Al Yankovic,19,9,15,rock,FALSE
1/20/07,35,Call Me When You're Sober,Evanescence,30,10,21,rock,FALSE
1/20/07,36,Say Goodbye,Chris Brown,29,10,22,hip-hop,FALSE
1/20/07,37,What Hurts The Most,Rascal Flatts,35,6,49,country,FALSE
1/20/07,38,I Luv It,Young Jeezy,36,14,8,rap,FALSE
1/20/07,39,Snow ((Hey Oh)),Red Hot Chili Peppers,33,22,8,rock,FALSE
1/20/07,40,She's Everything,Brad Paisley,46,35,14,country,FALSE
1/20/07,41,Through Glass,Stone Sour,44,39,23,rock,TRUE
1/20/07,42,Money In The Bank,Lil Scrappy Featuring Young Buck,32,28,17,hip-hop,FALSE
1/20/07,43,Tim McGraw,Taylor Swift,40,40,18,country,FALSE
1/20/07,44,Watching You,Rodney Atkins,48,36,10,country,FALSE
1/20/07,45,Ice Box,Omarion,51,12,6,r&b,FALSE
1/20/07,46,Boston,Augustana,58,34,14,rock,TRUE
1/20/07,47,My Wish,Rascal Flatts,42,28,18,country,FALSE
1/20/07,48,Here (In Your Arms),Hellogoodbye,52,14,10,pop,TRUE
1/20/07,49,Here It Goes Again,OK Go,39,38,19,rock,TRUE
1/20/07,50,Tell Me,Diddy Featuring Christina Aguilera,53,47,12,hip-hop,FALSE
1/20/07,51,Face Down,The Red Jumpsuit Apparatus,56,24,22,rock,TRUE
1/20/07,52,My Little Girl,Tim McGraw,49,35,17,country,FALSE
1/20/07,53,The Sweet Escape,Gwen Stefani Featuring Akon,75,2,4,pop,FALSE
1/20/07,54,Maneater,Nelly Furtado,45,16,17,pop,FALSE
1/20/07,55,Rockstar,Nickelback,54,6,15,rock,FALSE
1/20/07,56,Want To,Sugarland,57,32,16,country,FALSE
1/20/07,57,Stuntin' Like My Daddy,Birdman &amp; Lil Wayne,50,21,19,crunk,FALSE
1/20/07,58,Top Back,T.I.,60,29,5,crunk,FALSE
1/20/07,59,Pain,Three Days Grace,63,44,6,rock,FALSE
1/20/07,60,If We Were A Movie,Hannah Montana,62,47,6,pop,FALSE
1/20/07,61,Poppin',Chris Brown Featuring Jay Biz,78,42,6,pop,FALSE
1/20/07,62,Into The Ocean,Blue October,65,53,5,alternative,FALSE
1/20/07,63,Amarillo Sky,Jason Aldean,66,59,13,country,FALSE
1/20/07,64,Stupid Boy,Keith Urban,77,43,5,country,FALSE
1/20/07,65,Red High Heels,Kellie Pickler,69,64,6,country,FALSE
1/20/07,66,Zoom,Lil' Boosie Featuring Yung Joc,64,61,6,hip-hop,FALSE
1/20/07,67,Listen,Beyonce,70,61,3,pop,FALSE
1/20/07,68,Lost One,Jay-Z Featuring Chrisette Michele,73,58,5,hip-hop,FALSE
1/20/07,69,Alyssa Lies,Jason Michael Carroll,86,64,2,country,FALSE
1/20/07,70,It Just Comes Natural,George Strait,80,58,10,country,FALSE
1/20/07,71,You Don't Know,"Eminem, 50 Cent, Lloyd Banks &amp; Cashis",55,12,5,NULL,TRUE
1/20/07,72,Come To Me,Diddy Featuring Nicole Scherzinger,67,9,19,hip-hop,FALSE
1/20/07,73,Throw Some D's,Rich Boy Featuring Polow Da Don,87,6,5,rap,TRUE
1/20/07,74,Come Back To Me,Vanessa Hudgens,72,55,17,pop,FALSE
1/20/07,75,Unappreciated,Cherish,71,41,15,hip-hop,FALSE
